Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021003405  , Kenneth Carlson Thornton  , 85729330  , CTCC  , Ingeniería en Computación   , 0  , KCarlson@estudiantec.cr
2021003536  , Guadalupe Tweed Mccarty  , 93404761  , CTCC  , Ingeniería Ambiental   , 0  , GTweed@estudiantec.cr
2021016541  , Scott Johnson Spiller  , 85282224  , CTLSC  , Administración de Empresas   , 0  , SJohnson@estudiantec.cr
2021012439  , Michael Pugh Williams  , 83323918  , CTLSC  , Ingeniería en Computación   , 0  , MPugh@estudiantec.cr
2021012929  , Jan Harris Long  , 87020085  , CTLSC  , Ingeniería en Computación   , 0  , JHarris@estudiantec.cr
2021019635  , Pamela Anderson Soares  , 76155736  , CTLSC  , Gestión en Turismo Rural Sostenible   , 0  , PAnderson@estudiantec.cr
2021021299  , Eugene Arnold Griffin  , 85822625  , CTLSJ  , Administración de Empresas   , 2021027231  , EArnold@estudiantec.cr
2021020767  , Shane Kealoha Voves  , 97861539  , CTLSJ  , Administración de Empresas   , 0  , SKealoha@estudiantec.cr
2021024947  , Mike Mcdaniel Hopkins  , 93857749  , CTLSJ  , Administración de Empresas   , 0  , MMcdaniel@estudiantec.cr
2021024749  , John Lacy Land  , 69202384  , CTLSJ  , Administración de Empresas   , 0  , JLacy@estudiantec.cr
2021021773  , Roger Adams Murphy  , 83643634  , CTLSJ  , Administración de Empresas   , 0  , RAdams@estudiantec.cr
2021028974  , Michael Barnes Fields  , 62536913  , CTLSJ  , Administración de Empresas   , 0  , MBarnes@estudiantec.cr
2021022160  , Wiley Rudy Pelter  , 74394303  , CTLSJ  , Administración de Empresas   , 0  , WRudy@estudiantec.cr
2021020047  , Catherine Barr Patel  , 86916542  , CTLSJ  , Administración de Empresas   , 0  , CBarr@estudiantec.cr
2021026047  , Scott Brandon Perkins  , 93149283  , CTLSJ  , Administración de Empresas   , 0  , SBrandon@estudiantec.cr
2021024041  , Jenna Childress Hunt  , 96518423  , CTLSJ  , Administración de Empresas   , 0  , JChildress@estudiantec.cr
2021021569  , Cassandra Gomez Looper  , 82500173  , CTLSJ  , Administración de Empresas   , 0  , CGomez@estudiantec.cr
2021032821  , Joseph Schoeneck Mcaleer  , 85821824  , CAA  , Ingeniería en Computación   , 2021032947  , JSchoeneck@estudiantec.cr
2021030777  , Mary Lafontant Milstead  , 63449623  , CAA  , Ingeniería en Computación   , 0  , MLafontant@estudiantec.cr
2021030842  , Mary Weltha Bond  , 94446949  , CAA  , Ingeniería en Computación   , 0  , MWeltha@estudiantec.cr
2021031453  , Carol Schmidt Wells  , 78528117  , CAA  , Ingeniería en Computación   , 0  , CSchmidt@estudiantec.cr
2021034996  , Betty Causey Brown  , 99214935  , CAA  , Ingeniería en Computación   , 0  , BCausey@estudiantec.cr
2021039376  , Andrew Keller Killingsworth  , 60508525  , CAA  , Ingeniería en Computación   , 0  , AKeller@estudiantec.cr
2021033677  , Javier Purcell Dixon  , 89679467  , CAA  , Ingeniería en Computación   , 0  , JPurcell@estudiantec.cr
2021032333  , Adam Cooper Hodge  , 71267839  , CAA  , Ingeniería en Computación   , 0  , ACooper@estudiantec.cr
2021030752  , Scott Dozier Davis  , 80453716  , CAA  , Ingeniería en Computación   , 0  , SDozier@estudiantec.cr
2021032008  , Mackenzie Boddie Chapman  , 79276633  , CAA  , Ingeniería en Computación   , 0  , MBoddie@estudiantec.cr
2021036425  , Alex Martinez Poitra  , 74183808  , CAA  , Ingeniería en Computación   , 0  , AMartinez@estudiantec.cr
2021037643  , Debbie Mercado Balmes  , 92858937  , CAA  , Ingeniería en Computación   , 0  , DMercado@estudiantec.cr
2021035732  , Brenna Ferretti Goode  , 86830570  , CAA  , Ingeniería en Computación   , 0  , BFerretti@estudiantec.cr
2021036093  , Sarah Kreger Allen  , 95252883  , CAA  , Ingeniería en Electrónica   , 0  , SKreger@estudiantec.cr
2021031216  , William Barrera Mann  , 85015155  , CAA  , Ingeniería en Electrónica   , 0  , WBarrera@estudiantec.cr
2021035758  , Ricardo Lyles Moreno  , 70717583  , CAA  , Ingeniería en Electrónica   , 0  , RLyles@estudiantec.cr
2021035021  , Ray Plaut Watkins  , 94846356  , CAA  , Ingeniería en Electrónica   , 0  , RPlaut@estudiantec.cr
2021038397  , Brian Woodland Dilley  , 85205826  , CAA  , Ingeniería en Electrónica   , 0  , BWoodland@estudiantec.cr
2021047648  , Leslie Markham Sanchez  , 80295660  , CAL  , Administración de Empresas   , 2021046158  , LMarkham@estudiantec.cr
2021046686  , Yvette Harmon Hood  , 68856308  , CAL  , Administración de Empresas   , 0  , YHarmon@estudiantec.cr
2021041882  , Jeannine Miller Schoepp  , 89378319  , CAL  , Administración de Empresas   , 0  , JMiller@estudiantec.cr
2021045163  , Bob Clark Nickell  , 66052389  , CAL  , Administración de Empresas   , 0  , BClark@estudiantec.cr
2021048247  , Virginia Abnet Chesser  , 83667338  , CAL  , Administración de Empresas   , 0  , VAbnet@estudiantec.cr
2021043382  , Annie Connors Adamson  , 91182125  , CAL  , Administración de Empresas   , 0  , AConnors@estudiantec.cr
2021043672  , Noah Olding Reed  , 98554040  , CAL  , Administración de Empresas   , 0  , NOlding@estudiantec.cr
2021045658  , Deborah Gray Sanchez  , 96749701  , CAL  , Administración de Empresas   , 0  , DGray@estudiantec.cr
2021047259  , Lori Berwick Grant  , 94462585  , CAL  , Administración de Empresas   , 0  , LBerwick@estudiantec.cr
2021048686  , Robert Wilborn Howe  , 65460481  , CAL  , Administración de Empresas   , 0  , RWilborn@estudiantec.cr
2021044513  , Yvonne Hensley Bullock  , 89695196  , CAL  , Administración de Empresas   , 0  , YHensley@estudiantec.cr
2021042129  , John Johnson Blanchard  , 97228725  , CAL  , Administración de Empresas   , 0  , JJohnson@estudiantec.cr
2021044034  , Shane Lish Chavez  , 62492084  , CAL  , Administración de Empresas   , 0  , SLish@estudiantec.cr
2021048316  , Charles Duffy Erler  , 61949420  , CAL  , Administración de Empresas   , 0  , CDuffy@estudiantec.cr
2021049574  , Emily Shah Hunt  , 94698652  , CAL  , Administración de Empresas   , 0  , EShah@estudiantec.cr
