Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021003522  , Elmo Mcnair Mayse  , 72804435  , CTCC  , Administración de Empresas   , 0  , EMcnair@estudiantec.cr
2021005003  , William Rooney Dickerson  , 91136733  , CTCC  , Ingeniería en Electrónica   , 0  , WRooney@estudiantec.cr
2021012734  , Jason Ellis Williams  , 68346920  , CTLSC  , Gestión en Turismo Rural Sostenible   , 0  , JEllis@estudiantec.cr
2021014460  , Terry Wiedman Jones  , 83301481  , CTLSC  , Gestión en Turismo Rural Sostenible   , 0  , TWiedman@estudiantec.cr
2021016969  , Beulah Clark Gill  , 84000258  , CTLSC  , Ingeniería en Electrónica   , 0  , BClark@estudiantec.cr
2021010567  , Christopher Barbee Mason  , 90113319  , CTLSC  , Ingeniería en Agronomía   , 0  , CBarbee@estudiantec.cr
2021023854  , Mark Guzman Drane  , 69738494  , CTLSJ  , Arquitectura y Urbanismo   , 0  , MGuzman@estudiantec.cr
2021024318  , Pearlie Gooden Blackwell  , 77193706  , CTLSJ  , Arquitectura y Urbanismo   , 0  , PGooden@estudiantec.cr
2021027695  , Eugene Harlan Pitre  , 84968084  , CTLSJ  , Administración de Empresas   , 0  , EHarlan@estudiantec.cr
2021022699  , Kirk Williams Parra  , 87444290  , CTLSJ  , Administración de Empresas   , 0  , KWilliams@estudiantec.cr
2021026257  , Alexandria Johnson Munoz  , 83540383  , CTLSJ  , Administración de Empresas   , 0  , AJohnson@estudiantec.cr
2021024472  , Robert Dickerson Kawachi  , 81588685  , CTLSJ  , Administración de Empresas   , 0  , RDickerson@estudiantec.cr
2021022449  , Miriam Wuest Babb  , 80610208  , CTLSJ  , Administración de Empresas   , 0  , MWuest@estudiantec.cr
2021020778  , John Ezzo Holloman  , 63824589  , CTLSJ  , Administración de Empresas   , 0  , JEzzo@estudiantec.cr
2021027058  , Jeannette Moore Roberts  , 79285936  , CTLSJ  , Administración de Empresas   , 0  , JMoore@estudiantec.cr
2021022165  , Alberto Sheppard Zuniga  , 69965496  , CTLSJ  , Ingeniería en Computación   , 0  , ASheppard@estudiantec.cr
2021022467  , Marc Huff Vining  , 63632928  , CTLSJ  , Ingeniería en Computación   , 0  , MHuff@estudiantec.cr
2021035969  , Marian Mittman Gonzales  , 76402985  , CAA  , Ingeniería en Computación   , 0  , MMittman@estudiantec.cr
2021035922  , Judy Michaud Taylor  , 87857824  , CAA  , Ingeniería en Computación   , 0  , JMichaud@estudiantec.cr
2021034379  , Kenneth Johnson Dorio  , 65773723  , CAA  , Ingeniería en Electrónica   , 2021034527  , KJohnson@estudiantec.cr
2021038540  , Lucas Zamora Cerny  , 71026891  , CAA  , Ingeniería en Electrónica   , 0  , LZamora@estudiantec.cr
2021034637  , Thomas Mendez Payne  , 62055671  , CAA  , Ingeniería en Electrónica   , 0  , TMendez@estudiantec.cr
2021033537  , Elizabeth Dillon Guffey  , 74490757  , CAA  , Ingeniería en Electrónica   , 0  , EDillon@estudiantec.cr
2021031986  , Martha Kisler Woods  , 83769077  , CAA  , Ingeniería en Electrónica   , 0  , MKisler@estudiantec.cr
2021038494  , Charles Cuccia Smith  , 93395011  , CAA  , Ingeniería en Electrónica   , 0  , CCuccia@estudiantec.cr
2021030557  , Thomas Degeorge Keefe  , 65134786  , CAA  , Ingeniería en Electrónica   , 0  , TDegeorge@estudiantec.cr
2021036479  , Timothy Santoyo Clay  , 80385954  , CAA  , Ingeniería en Electrónica   , 0  , TSantoyo@estudiantec.cr
2021030848  , Martin Leake Luongo  , 75048132  , CAA  , Ingeniería en Electrónica   , 0  , MLeake@estudiantec.cr
2021037594  , Marjorie Nies Phillips  , 74448347  , CAA  , Ingeniería en Electrónica   , 0  , MNies@estudiantec.cr
2021039144  , Lucille Savage Allen  , 67989112  , CAA  , Ingeniería en Electrónica   , 0  , LSavage@estudiantec.cr
2021039487  , Grace Shelley Blanchard  , 93205519  , CAA  , Ingeniería en Electrónica   , 0  , GShelley@estudiantec.cr
2021037894  , Rebecca Mcwaters Stephen  , 96720869  , CAA  , Ingeniería en Electrónica   , 0  , RMcwaters@estudiantec.cr
2021036293  , Matthew Black Mercer  , 63087823  , CAA  , Ingeniería en Electrónica   , 0  , MBlack@estudiantec.cr
2021038244  , Vincenza Fratus Hunter  , 77164174  , CAA  , Ingeniería en Electrónica   , 0  , VFratus@estudiantec.cr
2021032682  , Pat Quadnau Uhrin  , 73370770  , CAA  , Ingeniería en Electrónica   , 0  , PQuadnau@estudiantec.cr
2021049027  , Mark Mcwayne Eastes  , 69079129  , CAL  , Administración de Empresas   , 2021040771  , MMcwayne@estudiantec.cr
2021040765  , Jay Watson Guillaume  , 99324976  , CAL  , Administración de Empresas   , 0  , JWatson@estudiantec.cr
2021041189  , Shawn Gray Warner  , 84643927  , CAL  , Administración de Empresas   , 0  , SGray@estudiantec.cr
2021049929  , Steve Young Lowry  , 85215808  , CAL  , Administración de Empresas   , 0  , SYoung@estudiantec.cr
2021048236  , John Preston Polson  , 96759608  , CAL  , Administración de Empresas   , 0  , JPreston@estudiantec.cr
2021040668  , Douglas Solomon Washington  , 79031580  , CAL  , Administración de Empresas   , 0  , DSolomon@estudiantec.cr
2021047616  , Lena Keys Cosselman  , 60677745  , CAL  , Administración de Empresas   , 0  , LKeys@estudiantec.cr
2021041493  , Sean Brown Orleans  , 80362965  , CAL  , Administración de Empresas   , 0  , SBrown@estudiantec.cr
2021041831  , Charlotte Petry Hong  , 77019995  , CAL  , Administración de Empresas   , 0  , CPetry@estudiantec.cr
2021044469  , Betty Perez Andrews  , 83865108  , CAL  , Administración de Empresas   , 0  , BPerez@estudiantec.cr
2021049133  , Russel Douglas Mckennon  , 70494775  , CAL  , Administración de Empresas   , 0  , RDouglas@estudiantec.cr
2021045874  , Paul Manzi Dearcos  , 88748225  , CAL  , Ingeniería en Computación   , 2021049332  , PManzi@estudiantec.cr
2021040159  , Darrell Medina Nelson  , 88376862  , CAL  , Ingeniería en Computación   , 0  , DMedina@estudiantec.cr
2021047315  , Kyle Wright Gibbon  , 88518991  , CAL  , Ingeniería en Computación   , 0  , KWright@estudiantec.cr
2021045182  , David Joseph Marshall  , 67772109  , CAL  , Ingeniería en Computación   , 0  , DJoseph@estudiantec.cr
2021040419  , Catherine Gordon Roberts  , 65013416  , CAL  , Ingeniería en Computación   , 0  , CGordon@estudiantec.cr
2021041656  , Kerri Webb Gobert  , 93041792  , CAL  , Ingeniería en Computación   , 0  , KWebb@estudiantec.cr
2021048028  , Michael Jones Larson  , 66359390  , CAL  , Ingeniería en Computación   , 0  , MJones@estudiantec.cr
2021048071  , Dennis Strickler Kirkland  , 65420409  , CAL  , Ingeniería en Computación   , 0  , DStrickler@estudiantec.cr
2021042114  , Louis Parkinson Sartin  , 81389191  , CAL  , Ingeniería en Computación   , 0  , LParkinson@estudiantec.cr
2021044421  , Anthony Garcia Byrne  , 78380159  , CAL  , Ingeniería en Computación   , 0  , AGarcia@estudiantec.cr
2021040611  , Joan Logan Douglas  , 68518126  , CAL  , Ingeniería en Computación   , 0  , JLogan@estudiantec.cr
2021049840  , David Brookshire Walker  , 97713391  , CAL  , Ingeniería en Producción de Industrial   , 0  , DBrookshire@estudiantec.cr
2021041341  , Philip Mcmillan Howard  , 74017160  , CAL  , Ingeniería en Producción de Industrial   , 0  , PMcmillan@estudiantec.cr
2021044524  , Lisa Burkhalter Hardy  , 85157024  , CAL  , Ingeniería en Producción de Industrial   , 0  , LBurkhalter@estudiantec.cr
2021037616  , Carlos Harris Shanker  ,  0   , CAA  , Ingeniería en Electrónica   ,  0   , CHarris@estudiantec.cr
2021043394  , Richard Brantley Lawrence  ,  0   , CAL  , Administración de Empresas   ,  0   , RBrantley@estudiantec.cr
2021041012  , John Merrell Hix  ,  0   , CAL  , Ingeniería en Computación   ,  0   , JMerrell@estudiantec.cr
