Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021009502  , Kathleen Hall Love  , 95166238  , CTCC  , Ingeniería en Biotecnología   , 0  , KHall@estudiantec.cr
2021000315  , Rodolfo Peterson Stevens  , 70535263  , CTCC  , Ingeniería en Electrónica   , 0  , RPeterson@estudiantec.cr
2021019026  , Thomas Moorman Crampton  , 86615461  , CTLSC  , Ingeniería en Computación   , 0  , TMoorman@estudiantec.cr
2021013640  , Lynda Taylor Roger  , 63553135  , CTLSC  , Gestión en Turismo Rural Sostenible   , 0  , LTaylor@estudiantec.cr
2021012844  , Robert Murphy Mclaughlin  , 62300895  , CTLSC  , Ingeniería en Agronomía   , 0  , RMurphy@estudiantec.cr
2021012939  , Elizabeth Mata Clark  , 66185262  , CTLSC  , Ingeniería en Agronomía   , 0  , EMata@estudiantec.cr
2021026939  , Sara Collier Bankston  , 90421851  , CTLSJ  , Arquitectura y Urbanismo   , 0  , SCollier@estudiantec.cr
2021023884  , Shari Myers Seward  , 61630586  , CTLSJ  , Arquitectura y Urbanismo   , 0  , SMyers@estudiantec.cr
2021024120  , Blanche Shore Bryant  , 71029040  , CTLSJ  , Arquitectura y Urbanismo   , 0  , BShore@estudiantec.cr
2021022069  , Sonya Vilven Potter  , 90587578  , CTLSJ  , Arquitectura y Urbanismo   , 0  , SVilven@estudiantec.cr
2021025393  , Anna Coates Rung  , 90407606  , CTLSJ  , Arquitectura y Urbanismo   , 0  , ACoates@estudiantec.cr
2021022050  , Corina Pickering Greene  , 99886223  , CTLSJ  , Arquitectura y Urbanismo   , 0  , CPickering@estudiantec.cr
2021029579  , Arthur Cooke Rakel  , 82734082  , CTLSJ  , Arquitectura y Urbanismo   , 0  , ACooke@estudiantec.cr
2021026009  , Kevin Hofer Nishiyama  , 75438184  , CTLSJ  , Administración de Empresas   , 0  , KHofer@estudiantec.cr
2021028953  , William Moore Mccoy  , 94687057  , CTLSJ  , Ingeniería en Computación   , 0  , WMoore@estudiantec.cr
2021021289  , James King Choute  , 88365761  , CTLSJ  , Ingeniería en Computación   , 0  , JKing@estudiantec.cr
2021028217  , Faith Roberts Harris  , 64753252  , CTLSJ  , Ingeniería en Computación   , 0  , FRoberts@estudiantec.cr
2021038883  , Carolyn Peck Farrell  , 97609165  , CAA  , Ingeniería en Computación   , 0  , CPeck@estudiantec.cr
2021039479  , Buford Poteat Bixby  , 69736016  , CAA  , Ingeniería en Computación   , 0  , BPoteat@estudiantec.cr
2021033990  , Louise Shelton Tilley  , 81353856  , CAA  , Ingeniería en Computación   , 0  , LShelton@estudiantec.cr
2021035161  , Audrey Jay Schroeder  , 68033402  , CAA  , Ingeniería en Computación   , 0  , AJay@estudiantec.cr
2021037439  , Veda Lowell Cush  , 63621777  , CAA  , Ingeniería en Computación   , 0  , VLowell@estudiantec.cr
2021032040  , John Drake Jackson  , 64323327  , CAA  , Ingeniería en Computación   , 0  , JDrake@estudiantec.cr
2021034084  , Jeremiah Devaughn Walker  , 71228868  , CAA  , Ingeniería en Computación   , 0  , JDevaughn@estudiantec.cr
2021036220  , Israel Leng Armstrong  , 92934884  , CAA  , Ingeniería en Computación   , 0  , ILeng@estudiantec.cr
2021035931  , Mary Jackson Miller  , 98911340  , CAA  , Ingeniería en Computación   , 0  , MJackson@estudiantec.cr
2021038845  , Denise Rocha Michaud  , 75133015  , CAA  , Ingeniería en Electrónica   , 0  , DRocha@estudiantec.cr
2021039833  , Joshua Hughes Mcclaren  , 75072013  , CAA  , Ingeniería en Electrónica   , 0  , JHughes@estudiantec.cr
2021036772  , Lauren Jones Garcia  , 66459123  , CAA  , Ingeniería en Electrónica   , 0  , LJones@estudiantec.cr
2021036531  , William Stolte Scott  , 70085855  , CAA  , Ingeniería en Electrónica   , 0  , WStolte@estudiantec.cr
2021033681  , Robert Evers Joyal  , 97701265  , CAA  , Ingeniería en Electrónica   , 0  , REvers@estudiantec.cr
2021039850  , Billy Filmore Soape  , 92068870  , CAA  , Ingeniería en Electrónica   , 0  , BFilmore@estudiantec.cr
2021030536  , Jessica Mack Williams  , 98859929  , CAA  , Ingeniería en Electrónica   , 0  , JMack@estudiantec.cr
2021032669  , Perry Allen Jones  , 73713523  , CAA  , Ingeniería en Electrónica   , 0  , PAllen@estudiantec.cr
2021036864  , Leon Bugg Hernandez  , 91459073  , CAA  , Ingeniería en Electrónica   , 0  , LBugg@estudiantec.cr
2021046187  , Kristopher Hall Larabee  , 80952606  , CAL  , Administración de Empresas   , 0  , KHall@estudiantec.cr
2021040627  , Dennis Wigfield Satterwhite  , 67827167  , CAL  , Administración de Empresas   , 0  , DWigfield@estudiantec.cr
2021041444  , Eric Visitacion Ewing  , 92181058  , CAL  , Administración de Empresas   , 0  , EVisitacion@estudiantec.cr
2021048818  , Glenda Randall Strong  , 86550838  , CAL  , Administración de Empresas   , 0  , GRandall@estudiantec.cr
2021043920  , Lori Gonyea Klein  , 69279873  , CAL  , Administración de Empresas   , 0  , LGonyea@estudiantec.cr
2021045421  , Betty Carson Rudloff  , 83028898  , CAL  , Administración de Empresas   , 0  , BCarson@estudiantec.cr
2021043541  , John Ferrufino Reynolds  , 98005297  , CAL  , Ingeniería en Computación   , 0  , JFerrufino@estudiantec.cr
2021045845  , Joseph Cook Hurwitz  , 72259190  , CAL  , Ingeniería en Producción de Industrial   , 2021046074  , JCook@estudiantec.cr
2021048618  , Jeffrey Edwards Mercado  , 88256035  , CAL  , Ingeniería en Producción de Industrial   , 0  , JEdwards@estudiantec.cr
2021042993  , Linda Clacher Ragsdale  , 72586019  , CAL  , Ingeniería en Producción de Industrial   , 0  , LClacher@estudiantec.cr
2021044657  , Jody Curtis Fugate  , 60440175  , CAL  , Ingeniería en Producción de Industrial   , 0  , JCurtis@estudiantec.cr
